Standard Drug Name	ID	Gene(s)	Source(s)	Source Drug Name	Show Drug Name	Family(ies)	Status	Pathology	Cancer(s)	target	marker
AMP-PNP	33113.0	EPHA2|EPHB2|LCK|KIF2C|CCT3|ACTA1|KIF1A|DTYMK|TOP2B|PFKFB4|GSK3B|MAPK10|PIM1|SRPK2|CFTR|VCP|DAPK1|HK1|RAD51|ITPKA|TRPM7|IGF1R|GALK1|CSNK2A1|GSS|MAPK12	DrugBank	PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER	AMP-PNP	Other	EXPERIMENTAL	-	-	EPHA2|EPHB2|LCK|KIF2C|CCT3|ACTA1|KIF1A|DTYMK|TOP2B|PFKFB4|GSK3B|MAPK10|PIM1|SRPK2|CFTR|VCP|DAPK1|HK1|RAD51|ITPKA|TRPM7|IGF1R|GALK1|CSNK2A1|GSS|MAPK12	
VEGFR TYROSINE KINASE INHIBITOR II	9797919.0	KDR|FLT1	GuideToPharmacologyInteractions	VEGF RECEPTOR TYROSINE KINASE INHIBITOR II	VEGFR TYROSINE KINASE INHIBITOR II	Other	CLINICAL_TRIALS	-	CANCER	FLT1	KDR
SB-414240	9806459.0	TACR2	GuideToPharmacologyInteractions	SB 414240	SB-414240	Other	EXPERIMENTAL	-	-		TACR2
DECAVANADATE	5311062.0	ITPR3|ITPR2|P2RX7|TRPM4	GuideToPharmacologyInteractions	DECAVANADATE	DECAVANADATE	Other	EXPERIMENTAL	-	-		ITPR3|ITPR2|P2RX7|TRPM4
PD-166866	5328127.0	SETD2|HIF1A	TTD	HIF-1ALPHA	PD-166866	Other	EXPERIMENTAL	-	-	SETD2	HIF1A
PEMAFIBRATE	11526038.0	PPARA	ChemblInteractions	K-877	PEMAFIBRATE	Thyroid hormone like receptors_Agonist(KEGG)	CLINICAL_TRIALS	-	-		PPARA
CYANAMIDE	9864.0	CA2	DrugBank	CYANAMIDE	CYANAMIDE	Oxidoreductases_Inhibitor(KEGG)	EXPERIMENTAL	-	-	CA2	
PERAMPANEL	9924495.0	GRIA2|GRIA1|GRIA4|GRIA3	ChemblInteractions	PERAMPANEL	PERAMPANEL	Glutamate-gated cation channels_Antagonist(KEGG), glutamate receptor antagonist(Cmap)	APPROVED	Neurology	-	GRIA1	GRIA2|GRIA4|GRIA3
[THR4,GLY7]OXYTOCIN	3080871.0	OXTR|AVPR1A	GuideToPharmacologyInteractions	[THR4,GLY7]OT	[THR4,GLY7]OXYTOCIN	Other	EXPERIMENTAL	-	-		OXTR|AVPR1A
METHYLPHENIDATE	4158.0	SLC6A3|PRL|NAT1|SLC6A2|SLC6A4|CYP2D6	TdgClinicalTrial	METHYLPHENIDATE	METHYLPHENIDATE	Solute carrier family_Inhibitor(KEGG), dopamine-norepinephrine reuptake inhibitor(Cmap)	APPROVED	Neurology | Psychiatry/Psychology	-	SLC6A3|SLC6A2|SLC6A4	PRL|NAT1|CYP2D6
CROMOLYN SODIUM	27503.0	TNF	NCI	SODIUM CROMOGLYCATE	CROMOLYN SODIUM	Other	APPROVED	Immunology/Infectious disease	-		TNF
MEPROBAMATE	4064.0	GABRD|PRKCE|GABRG1|GABRA2|GABRA4|GABRB1|DHFR|GABRB2|GABRA6|GABRA1|GABRG2|GABRP|GABRB3|GABRA5|GABRG3|GABRE|GABRA3|GABRQ	ChemblInteractions	MEPROBAMATE	MEPROBAMATE	Cys-loop superfamily_Agonist(KEGG)	APPROVED	Psychiatry/Psychology	-	PRKCE|GABRA2|GABRA4|DHFR|GABRA6|GABRA1|GABRA5|GABRA3	GABRD|GABRG1|GABRB1|GABRB2|GABRG2|GABRP|GABRB3|GABRG3|GABRE|GABRQ
CYC-116	6420138.0	KDR|AURKB|AURKC|AURKA	ChemblInteractions	CYC-116	CYC-116	Other	CLINICAL_TRIALS	-	CANCER	KDR|AURKB|AURKC|AURKA	
209410-46-8	3038525.0	MAPK14|MAPK12|MAPK11	DrugBank	5-(2,6-DICHLOROPHENYL)-2-[(2,4-DIFLUOROPHENYL)SULFANYL]-6H-PYRIMIDO[1,6-B]PYRIDAZIN-6-ONE	209410-46-8	Other	CLINICAL_TRIALS	-	-	MAPK14|MAPK12	MAPK11
6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE	6852129.0	CA2|MIF	DrugBank	6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE	6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE	Other	EXPERIMENTAL	-	-	CA2|MIF	
GUANOSINE TRIPHOSPHATE	135398633.0	ARF1|RND3|RAB5A|RHEB|GLUD1|HRAS|RAP2A|ADSSL1|UCKL1|PFKFB1|P2RY4	DrugBank	GUANOSINE-5'-TRIPHOSPHATE	GUANOSINE TRIPHOSPHATE	Other	EXPERIMENTAL	-	-	ARF1|RND3|RAB5A|RHEB|GLUD1|HRAS|RAP2A|ADSSL1|UCKL1|PFKFB1	P2RY4
DROLOXIFENE	3033767.0	ESR1|IGFBP1|GSTP1|ESR2|ABCC1|SHBG	ChemblInteractions	DROLOXIFENE	DROLOXIFENE	Estrogen like receptors_Agonist/Antagonist(KEGG), selective estrogen receptor modulator (SERM)(Cmap)	EXPERIMENTAL	-	-		ESR1|IGFBP1|GSTP1|ESR2|ABCC1|SHBG
D-PHENYLALANYL-N-[(1S)-4-{[AMINO(IMINIO)METHYL]AMINO}-1-(CHLOROACETYL)BUTYL]-L-PROLINAMIDE	46937029.0	F2	DrugBank	D-PHENYLALANYL-N-[(1S)-4-{[AMINO(IMINIO)METHYL]AMINO}-1-(CHLOROACETYL)BUTYL]-L-PROLINAMIDE	D-PHENYLALANYL-N-[(1S)-4-{[AMINO(IMINIO)METHYL]AMINO}-1-(CHLOROACETYL)BUTYL]-L-PROLINAMIDE	Other	EXPERIMENTAL	-	-	F2	
NORETHYNODREL	6231.0	PGR	ChemblInteractions	NORETHYNODREL	NORETHYNODREL	Other	WITHDRAWN	-	-		PGR
GIVINOSTAT	9804992.0	HDAC1|HDAC4|HDAC3|HDAC2|HDAC9|JAK2|HDAC7|HDAC5|HDAC10|HDAC6|HDAC8	TdgClinicalTrial	GIVINOSTAT	GIVINOSTAT	HDAC inhibitor(Cmap)	CLINICAL_TRIALS	-	CANCER	HDAC1|HDAC4|HDAC3|HDAC2|HDAC9|JAK2|HDAC7|HDAC5|HDAC10|HDAC6|HDAC8	
ARIPIPRAZOLE	60795.0	HTR6|HTR1D|FAAH|CHRM3|ADRA2B|HRH1|DRD3|ADRA2C|DRD5|HTR1A|ADRA1B|DRD1|HTR1B|HTR1E|CYP3A5|CYP3A4|CHRM2|ADRA1A|HTR7|ADRA2A|DRD4|CHRM4|CHRM1|ANKK1|DRD2|HTR3A|HTR2A|DAOA|CHRM5|CYP2D6|HTR2C	DrugBank	ARIPIPRAZOLE	ARIPIPRAZOLE	Rhodopsin family_Partial agonist(KEGG), Rhodopsin family_Agonist/Antagonist(KEGG), Rhodopsin family_Antagonist(KEGG), serotonin receptor agonist(Cmap), serotonin receptor antagonist(Cmap)	APPROVED	Psychiatry/Psychology	-	HTR6|HTR1D|CHRM3|ADRA2B|HRH1|DRD3|ADRA2C|DRD5|HTR1A|ADRA1B|DRD1|HTR1B|HTR1E|CHRM2|ADRA1A|HTR7|ADRA2A|DRD4|CHRM4|CHRM1|DRD2|HTR3A|HTR2A|CHRM5|HTR2C	FAAH|CYP3A5|CYP3A4|ANKK1|DAOA|CYP2D6
ERASTIN	11214940.0	AKAP12|DBF4|PRAME|WNK1	CTRP	ERASTIN	ERASTIN	ion channel antagonist(Cmap)	EXPERIMENTAL	-	-		AKAP12|DBF4|PRAME|WNK1
OPROZOMIB	25067547.0	PSMB2|PSMA5|PSMD4|PSMB4|PSMD14|PSMD1|PSMD6|PSMD2|PSMB8|PSMB9|PSMB1|PSMA2|SEM1|PSMC2|PSMB7|PSMD13|PSMA1|PSMC3|PSMB5|PSMB11|PSMA6|PSMC6|PSMA3|PSMC1|PSMA4|PSMB10|PSMD7|PSMB6|PSMD11|PSMB3|PSMD3|PSMC5|PSMD12|PSMA8|PSMD8|PSMC4|PSMA7|ADRM1	ChemblInteractions	OPROZOMIB	OPROZOMIB	Hydrolases_Inhibitor(KEGG), proteasome inhibitor(Cmap)	CLINICAL_TRIALS	-	CANCER		PSMB2|PSMA5|PSMD4|PSMB4|PSMD14|PSMD1|PSMD6|PSMD2|PSMB8|PSMB9|PSMB1|PSMA2|SEM1|PSMC2|PSMB7|PSMD13|PSMA1|PSMC3|PSMB5|PSMB11|PSMA6|PSMC6|PSMA3|PSMC1|PSMA4|PSMB10|PSMD7|PSMB6|PSMD11|PSMB3|PSMD3|PSMC5|PSMD12|PSMA8|PSMD8|PSMC4|PSMA7|ADRM1
UNII-8YYY3F3G47	5311277.0	GCGR	GuideToPharmacologyInteractions	BAY27-9955	UNII-8YYY3F3G47	Other	EXPERIMENTAL	-	-		GCGR
RALOXIFEN	46882308.0	ESR1|ESR2	TdgClinicalTrial	RALOXIFEN	RALOXIFEN	Other	CLINICAL_TRIALS	-	-		ESR1|ESR2
BUTHIONINE SULFOXIMINE	21157.0	MYCN|CP|GCLC|NOS1|ABCC1|MT1G|SLC2A4|APOE	NCI	BSO	BUTHIONINE SULFOXIMINE	Other	EXPERIMENTAL	-	-		MYCN|CP|GCLC|NOS1|ABCC1|MT1G|SLC2A4|APOE
NERAMEXANE MESYLATE	11425584.0	CHRNA9|GRIN3A|GRIN1|CHRNA10|GRIN2B|GRIN2A|GRIN2C|GRIN3B|GRIN2D	ChemblInteractions	NERAMEXANE MESYLATE	NERAMEXANE MESYLATE	Glutamate-gated cation channels_Antagonist(KEGG)	CLINICAL_TRIALS	-	-		CHRNA9|GRIN3A|GRIN1|CHRNA10|GRIN2B|GRIN2A|GRIN2C|GRIN3B|GRIN2D
ALFUZOSIN HYDROCHLORIDE	71764.0	ADRA1B|ADRA1A	ChemblInteractions	ALFUZOSIN HYDROCHLORIDE	ALFUZOSIN HYDROCHLORIDE	Rhodopsin family_Antagonist(KEGG)	APPROVED	Nephrology/Urology	-	ADRA1A	ADRA1B
1,8-DIHYDROXY-4-NITROXANTHEN-9-ONE	5326637.0	CSNK2A1	DrugBank	1,8-DI-HYDROXY-4-NITRO-XANTHEN-9-ONE	1,8-DIHYDROXY-4-NITROXANTHEN-9-ONE	Other	EXPERIMENTAL	-	-	CSNK2A1	
ADENOSINE 3',5'-BISPHOSPHATE	159296.0	P2RY1|HS3ST1|SULT1B1|SULT1E1|NDST1|RNASE1|RNASE2|SULT1A1|HS3ST3A1|SULT2A1|SULT2B1	GuideToPharmacologyInteractions	ADENOSINE-3'-5'-BISPHOSPHATE	ADENOSINE 3',5'-BISPHOSPHATE	Other	EXPERIMENTAL	-	-	HS3ST1|SULT1B1|SULT1E1|NDST1|RNASE1|RNASE2|SULT1A1|HS3ST3A1|SULT2A1|SULT2B1	P2RY1
UDP-GLUCURONIC ACID	17473.0	P2RY14|B3GAT3	GuideToPharmacologyInteractions	UDP-GLUCURONIC ACID	UDP-GLUCURONIC ACID	Other	EXPERIMENTAL	-	-	B3GAT3	P2RY14
ENALAPRIL MALEATE	5388961.0	ACE	NCI	ENALAPRIL MALEATE	ENALAPRIL MALEATE	Hydrolases_Inhibitor(KEGG)	APPROVED	Cardiology/Vascular disease	CLINICAL CANCER		ACE
PHORBOL 12-MYRISTATE 13-ACETATE	27924.0	PLA2G2A|MARCKSL1|VCAM1|SLC16A1|FCGR3A|FCGR3B|NCF2|NFE2L2|CD28|CTLA4|NPPC|PLD1|CXCL8|SPP1|IL15|PRKAA1|CAST|BRD2|MAPK14|EEF1A1|MYB|IGFBP1|PTPRZ1|TBXAS1|MYC|PTK2|SLC1A1|ANXA1|RET|SFTPA1|BDNF|CD5|DIABLO|PSEN1|FOS|ITGAL|ITGAX|VAMP2|GRIN2C|BIRC5|VAV1|ICAM3|PLAUR|E2F1|ITGB2|MIF	NCI	PMA	PHORBOL 12-MYRISTATE 13-ACETATE	Other	CLINICAL_TRIALS	-	CANCER		PLA2G2A|MARCKSL1|VCAM1|SLC16A1|FCGR3A|FCGR3B|NCF2|NFE2L2|CD28|CTLA4|NPPC|PLD1|CXCL8|SPP1|IL15|PRKAA1|CAST|BRD2|MAPK14|EEF1A1|MYB|IGFBP1|PTPRZ1|TBXAS1|MYC|PTK2|SLC1A1|ANXA1|RET|SFTPA1|BDNF|CD5|DIABLO|PSEN1|FOS|ITGAL|ITGAX|VAMP2|GRIN2C|BIRC5|VAV1|ICAM3|PLAUR|E2F1|ITGB2|MIF
N-OLEOYLETHANOLAMINE	5283454.0	GPR55|PPARA|GPR119	GuideToPharmacologyInteractions	N-OLEOYLETHANOLAMIDE	N-OLEOYLETHANOLAMINE	Other	EXPERIMENTAL	-	-		GPR55|PPARA|GPR119
2-METHOXYESTRADIOL	66414.0	CYP1B1|ATF2|MAPK14|CTGF|MAPK8|PTEN|HIF1A|CYP19A1|CYP1A1|TUBB1|COMT	DrugBank	2-METHOXYESTRADIOL	2-METHOXYESTRADIOL	hypoxia inducible factor inhibitor(Cmap)	CLINICAL_TRIALS	-	CANCER	CYP1B1|HIF1A|CYP19A1|CYP1A1|TUBB1|COMT	ATF2|MAPK14|CTGF|MAPK8|PTEN
NISOLDIPINE	4499.0	CACNA1S|CACNA1D|CACNA2D1|CYP3A5|CYP3A4|CACNB2|CACNA1C|CACNA1A|CACNA1F	ChemblInteractions	NISOLDIPINE	NISOLDIPINE	Voltage-gated cation channels_Blocker(KEGG), calcium channel blocker(Cmap)	APPROVED	Cardiology/Vascular disease	-	CACNA1S|CACNA1D|CACNA2D1|CACNB2|CACNA1C|CACNA1A	CYP3A5|CYP3A4|CACNA1F
531-95-3	91469.0	ESR2	TdgClinicalTrial	AUS-131	531-95-3	Other	CLINICAL_TRIALS	-	-		ESR2
LOPERAMIDE HYDROCHLORIDE	71420.0	OPRM1	ChemblInteractions	LOPERAMIDE HYDROCHLORIDE	LOPERAMIDE HYDROCHLORIDE	Rhodopsin family_Agonist(KEGG)	APPROVED	Gastroenterology	-		OPRM1
CHEMBL408967	11188898.0	CA2	DrugBank	(17BETA)-17-(CYANOMETHYL)-2-METHOXYESTRA-1(10),2,4-TRIEN-3-YL SULFAMATE	CHEMBL408967	Other	EXPERIMENTAL	-	-	CA2	
TEGAFUR	5386.0	DPYD|UMPS|MTRR|FASTKD3|ERBB2|TYMS	NCI	TEGAFUR	TEGAFUR	Transferases_Inhibitor(KEGG)	CLINICAL_TRIALS	-	CANCER		DPYD|UMPS|MTRR|FASTKD3|ERBB2|TYMS
RABEPRAZOLE	5029.0	IL10|HEXB|TNF|CYP2C19|ATP4B|ATP4A	NCI	RABEPRAZOLE	RABEPRAZOLE	Hydrolases_Inhibitor(KEGG), ATPase inhibitor(Cmap), gastrin inhibitor(Cmap)	APPROVED	Gastroenterology	-	ATP4B|ATP4A	IL10|HEXB|TNF|CYP2C19
TESAGLITAZAR	208901.0	PPARG|PPARA	ChemblInteractions	TESAGLITAZAR	TESAGLITAZAR	insulin sensitizer(Cmap), PPAR receptor agonist(Cmap)	CLINICAL_TRIALS	-	-		PPARG|PPARA
APLINDORE	158784.0	DRD2	TdgClinicalTrial	APLINDORE	APLINDORE	Other	EXPERIMENTAL	-	-		DRD2
R 568 HYDROCHLORIDE	158796.0	CASR	ChemblInteractions	TECALCET HYDROCHLORIDE	R 568 HYDROCHLORIDE	Other	EXPERIMENTAL	-	-		CASR
NU2058	4564.0	CCNA2|CDK2	DrugBank	6-O-CYCLOHEXYLMETHYL GUANINE	NU2058	Other	EXPERIMENTAL	-	-	CCNA2|CDK2	
ESTRADIOL CYPIONATE	9403.0	ESR1	ChemblInteractions	ESTRADIOL CYPIONATE	ESTRADIOL CYPIONATE	Estrogen like receptors_Agonist(KEGG)	APPROVED	Endocrinology | Musculoskeletal | Obstetrics/Gynecology	-		ESR1
720691-69-0	9976892.0	ADGRG3|HRH3	TTD	GSK239512	720691-69-0	Other	CLINICAL_TRIALS	-	-	ADGRG3	HRH3
3-PHOSPHOGLYCERATE	724.0	PGAM2|TPI1|PGK1	DrugBank	3-PHOSPHOGLYCERIC ACID	3-PHOSPHOGLYCERATE	Other	EXPERIMENTAL	-	-	PGAM2|TPI1|PGK1	
MEPHENYTOIN	4060.0	SCN3A|SCN2A|SCN1A|SCN9A|SCN7A|SCN5A|SCN10A|SCN11A|CYP2C19|SCN8A|SCN4A|CYP2B6	ChemblInteractions	MEPHENYTOIN	MEPHENYTOIN	Voltage-gated cation channels_Blocker(KEGG), hydantoin antiepileptic(Cmap)	WITHDRAWN	-	-	SCN5A	SCN3A|SCN2A|SCN1A|SCN9A|SCN7A|SCN10A|SCN11A|CYP2C19|SCN8A|SCN4A|CYP2B6
GSK269962A	16095342.0	ROCK2|ROCK1	GuideToPharmacologyInteractions	GSK269962A	GSK269962A	Other	EXPERIMENTAL	-	-		ROCK2|ROCK1
AZITHROMYCIN	447043.0	PADI4|XDH|TFPI|NOS1|MLNR|ABCC1	DrugBank	AZITHROMYCIN	AZITHROMYCIN	bacterial 50S ribosomal subunit inhibitor(Cmap)	APPROVED	Immunology/Infectious disease	-	PADI4	XDH|TFPI|NOS1|MLNR|ABCC1
(S)-ATPA	447407.0	GRIA2	DrugBank	(S)-ATPA	(S)-ATPA	Other	EXPERIMENTAL	-	-	GRIA2	
TERUTROBAN	9938840.0	TBXA2R	GuideToPharmacologyInteractions	TERUTROBAN	TERUTROBAN	prostanoid receptor antagonist(Cmap)	EXPERIMENTAL	-	-		TBXA2R
NW-1172	11616886.0	MAOB	DrugBank	7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE	NW-1172	Other	EXPERIMENTAL	-	-	MAOB	
UNII-FZ7CO35X2S	72941834.0	AMBP|SAA1|APOE	DrugBank	HUMAN SERUM ALBUMIN	UNII-FZ7CO35X2S	Other	CLINICAL_TRIALS	-	-	AMBP|SAA1|APOE	
PARAMETHASONE ACETATE	443928.0	NR3C1	ChemblInteractions	PARAMETHASONE ACETATE	PARAMETHASONE ACETATE	Estrogen like receptors_Agonist(KEGG)	WITHDRAWN	-	-		NR3C1
ATIPRIMOD	129869.0	STAT3	TTD	ATIPRIMOD	ATIPRIMOD	JAK inhibitor(Cmap), STAT inhibitor(Cmap)	CLINICAL_TRIALS	-	CANCER	STAT3	
UNII-OLJ18SRI8A	56963011.0	AKT3|RPS6KB2|AKT1|RPS6KB1|AKT2|BTK	TdgClinicalTrial	XL418	UNII-OLJ18SRI8A	Other	CLINICAL_TRIALS	-	CANCER	AKT1|RPS6KB1|BTK	AKT3|RPS6KB2|AKT2
GSK0660	46233311.0	PPARD	GuideToPharmacologyInteractions	GSK0660	GSK0660	Other	EXPERIMENTAL	-	-		PPARD
UNII-N33070GI64	135409562.0	ADORA3|ADORA1|ADORA2B|ADORA2A	GuideToPharmacologyInteractions	KF26777	UNII-N33070GI64	Other	EXPERIMENTAL	-	-		ADORA3|ADORA1|ADORA2B|ADORA2A
ETOPOSIDE	36462.0	MYCN|ACTR2|UGT1A10|UGT1A1|TOP2B|AFP|EIF4E|TBP|EGFR|ABCB1|FGFR1|SLIT1|IGF2|GSTP1|HSPB2|NR4A1|DDIT3|PLA2G1B|BRCA2|BTF3P11|TNFSF13B|PAPOLA|PGP|ABCC1|ITGAL|NQO1|SLC2A4|TP53|TOP2A|TYMSOS|TYMS|BCL2|MUC16|GDF15|TGFB1|BAX|KLK3|E2F1|XIAP|ABCC3|ADK|AFF1|AIM1|ARID1A|ATP8B1|BRIP1|CACNB2|CAMK1G|CARD10|CBFA2T3|CD160|CHL1|CLK3|CLTC|COL3A1|CREB1|CREBBP|CTNNB1|DLC1|DOCK3|EDNRB|EIF2AK4|EIF4B|ERCC3|FBN2|FGF19|FGFR3|GATA2|HDAC1|HECW1|HSP90AB1|HUNK|IGFBP5|IL1RN|JARID2|KRAS|LDHA|LPP|LRP1|MALT1|MAST1|MAST2|MLLT3|MTMR11|MYC|MYH1|N4BP2|NEK5|NIPBL|NOS3|NUP214|OLFM4|PCDH15|PIK3R1|PIP4K2B|PLCB2|PPARGC1A|RAD50|RAPGEF2|RBL1|RELA|ROR2|SEPT3|SMAD2|SP110|STAT6|STK32A|STK38|TAF15|TCERG1L|TEX14|TG|TIE1|TMEM74|TNFAIP3|TRAF2|TSC1|TTL|UNC13C|WEE1|ADAMTS19|APC	NCI	ETOPOSIDE	ETOPOSIDE	Isomerases_Inhibitor(KEGG), topoisomerase inhibitor(Cmap)	APPROVED	Oncology	TESTIS	TOP2B|TOP2A	MYCN|ACTR2|UGT1A10|UGT1A1|AFP|EIF4E|TBP|EGFR|ABCB1|FGFR1|SLIT1|IGF2|GSTP1|HSPB2|NR4A1|DDIT3|PLA2G1B|BRCA2|BTF3P11|TNFSF13B|PAPOLA|PGP|ABCC1|ITGAL|NQO1|SLC2A4|TP53|TYMSOS|TYMS|BCL2|MUC16|GDF15|TGFB1|BAX|KLK3|E2F1|XIAP|ABCC3|ADK|AFF1|AIM1|ARID1A|ATP8B1|BRIP1|CACNB2|CAMK1G|CARD10|CBFA2T3|CD160|CHL1|CLK3|CLTC|COL3A1|CREB1|CREBBP|CTNNB1|DLC1|DOCK3|EDNRB|EIF2AK4|EIF4B|ERCC3|FBN2|FGF19|FGFR3|GATA2|HDAC1|HECW1|HSP90AB1|HUNK|IGFBP5|IL1RN|JARID2|KRAS|LDHA|LPP|LRP1|MALT1|MAST1|MAST2|MLLT3|MTMR11|MYC|MYH1|N4BP2|NEK5|NIPBL|NOS3|NUP214|OLFM4|PCDH15|PIK3R1|PIP4K2B|PLCB2|PPARGC1A|RAD50|RAPGEF2|RBL1|RELA|ROR2|SEPT3|SMAD2|SP110|STAT6|STK32A|STK38|TAF15|TCERG1L|TEX14|TG|TIE1|TMEM74|TNFAIP3|TRAF2|TSC1|TTL|UNC13C|WEE1|ADAMTS19|APC
N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE	24798097.0	NOS3|NOS1	DrugBank	N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE	N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE	Other	EXPERIMENTAL	-	-	NOS3|NOS1	
T-226296	9865843.0	MCHR1	GuideToPharmacologyInteractions	T-226296	T-226296	Other	EXPERIMENTAL	-	-	MCHR1	
1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL	961704.0	NMT2	DrugBank	1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL	1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL	Other	EXPERIMENTAL	-	-	NMT2	
PRIMA-1	322968.0	ADK|AKT3|ALPK1|CAMK1|CDKL4|CFI|CREBBP|DBF4|DLL4|EPHA4|KALRN|KAT6B|MYC|POU5F1B|PPARGC1A|PPP3CA|PRAME|PRKCB|RET|SOX2|STK16|TBCK|TCEA1|TP53|TSC2|ZFYVE9|ZNF643	CTRP	PRIMA-1	PRIMA-1	Other	EXPERIMENTAL	-	-		ADK|AKT3|ALPK1|CAMK1|CDKL4|CFI|CREBBP|DBF4|DLL4|EPHA4|KALRN|KAT6B|MYC|POU5F1B|PPARGC1A|PPP3CA|PRAME|PRKCB|RET|SOX2|STK16|TBCK|TCEA1|TP53|TSC2|ZFYVE9|ZNF643
METHYSERGIDE	9681.0	HTR6|HTR1D|HTR2B|HTR1F|HTR1A|HTR1B|HTR1E|HTR5A|HTR7|HTR2A|SERPINA3|HTR2C	GuideToPharmacologyInteractions	METHYSERGIDE	METHYSERGIDE	Rhodopsin family_Agonist(KEGG), Rhodopsin family_Antagonist(KEGG), serotonin receptor antagonist(Cmap)	WITHDRAWN	-	-	HTR2B|HTR1F|HTR1A|HTR1B|HTR1E|HTR7|HTR2A|HTR2C	HTR6|HTR1D|HTR5A|SERPINA3
EPINASTINE	3241.0	HRH1|HRH2	TEND	EPINASTINE	EPINASTINE	Rhodopsin family_Antagonist(KEGG), histamine receptor antagonist(Cmap)	APPROVED	Ophthalmology	-	HRH1|HRH2	
2-ISOPROPYL-3-METHOXYPYRAZINE	33166.0	LCN9	DrugBank	2-METHOXY-3-ISOPROPYLPYRAZINE	2-ISOPROPYL-3-METHOXYPYRAZINE	Other	EXPERIMENTAL	-	-	LCN9	
CHEMBL81927	9876120.0	CTSD	GuideToPharmacologyInteractions	COMPOUND 1 [PMID: 10498202]	CHEMBL81927	Other	EXPERIMENTAL	-	-		CTSD
4-(2-AMINOETHYL)MORPHOLINE	408285.0	CTSD	DrugBank	N-AMINOETHYLMORPHOLINE	4-(2-AMINOETHYL)MORPHOLINE	Other	EXPERIMENTAL	-	-	CTSD	
BL-1020	11203271.0	DRD2|HTR2A	DrugBank	BL-1020	BL-1020	Other	CLINICAL_TRIALS	-	-	DRD2|HTR2A	
SULODEXIDE	6453528.0	SERPINC1|SERPIND1	DrugBank	SULODEXIDE	SULODEXIDE	Other	CLINICAL_TRIALS	-	-	SERPINC1|SERPIND1	
CHEMBL117651	5289508.0	ACHE	DrugBank	3,8-DIAMINO-6-PHENYL-5-[6-[1-[2-[(1,2,3,4-TETRAHYDRO-9-ACRIDINYL)AMINO]ETHYL]-1H-1,2,3-TRIAZOL-5-YL]HEXYL]-PHENANTHRIDINIUM	CHEMBL117651	Other	EXPERIMENTAL	-	-	ACHE	
4-HYDROXY-TAMOXIFEN	5284643.0	MYC	NCI	4-HYDROXY-TAMOXIFEN	4-HYDROXY-TAMOXIFEN	Other	EXPERIMENTAL	-	-		MYC
TERBUTALINE SULFATE	441334.0	ADRB2	ChemblInteractions	TERBUTALINE SULFATE	TERBUTALINE SULFATE	Rhodopsin family_Agonist(KEGG)	APPROVED	Pulmonary/Respiratory disease	-		ADRB2
BENSERAZIDE	2327.0	DDC	GuideToPharmacologyInteractions	BENSERAZIDE	BENSERAZIDE	Lyases_Inhibitor(KEGG), DOPA decarboxylase inhibitor(Cmap)	CLINICAL_TRIALS	-	-		DDC
CHEMBL313714	9847194.0	HTR1D|HTR1A|HTR1B	GuideToPharmacologyInteractions	L-772,405	CHEMBL313714	Other	EXPERIMENTAL	-	-		HTR1D|HTR1A|HTR1B
1-METHYLHEPTYLFORMAMIDE	5478865.0	ADH1C	DrugBank	N-1-METHYLHEPTYLFORMAMIDE	1-METHYLHEPTYLFORMAMIDE	Other	EXPERIMENTAL	-	-	ADH1C	
CHEMBL522806	15942673.0	KIF11	DrugBank	[(4R)-4-(3-HYDROXYPHENYL)-1,6-DIMETHYL-2-THIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL](PHENYL)METHANONE	CHEMBL522806	Other	EXPERIMENTAL	-	-	KIF11	
AFATINIB DIMALEATE	15606394.0	ERBB4|EGFR|ERBB2	ChemblInteractions	AFATINIB DIMALEATE	AFATINIB DIMALEATE	Receptor tyrosine kinase_Inhibitor(KEGG)	APPROVED	Oncology	LUNG		ERBB4|EGFR|ERBB2
